Video,Duong dan,Thoi gian,Bien so
1,D:/ANPR-main/result_data\vid1\Licenseplate_301_0.jpg,10.0,30K-153.43
1,D:/ANPR-main/result_data\vid1\Licenseplate_302_0.jpg,10.0,30K.153.43
1,D:/ANPR-main/result_data\vid1\Licenseplate_303_0.jpg,10.0,30K.153.43
1,D:/ANPR-main/result_data\vid1\Licenseplate_304_0.jpg,10.0,30k.153.43
1,D:/ANPR-main/result_data\vid1\Licenseplate_305_0.jpg,10.0,30K.153.43
1,D:/ANPR-main/result_data\vid1\Licenseplate_306_0.jpg,10.0,30K.153.43
1,D:/ANPR-main/result_data\vid1\Licenseplate_307_0.jpg,10.0,30K.153.43
1,D:/ANPR-main/result_data\vid1\Licenseplate_308_0.jpg,10.0,30K.153.43
1,D:/ANPR-main/result_data\vid1\Licenseplate_309_0.jpg,10.0,30K.45343
1,D:/ANPR-main/result_data\vid1\Licenseplate_310_0.jpg,10.0,30K.15343
1,D:/ANPR-main/result_data\vid1\Licenseplate_311_0.jpg,10.0,30k.15343
1,D:/ANPR-main/result_data\vid1\Licenseplate_312_0.jpg,10.0,30k.153.43
1,D:/ANPR-main/result_data\vid1\Licenseplate_313_0.jpg,10.0,30K.45343
1,D:/ANPR-main/result_data\vid1\Licenseplate_314_0.jpg,10.0,30k.153.43
1,D:/ANPR-main/result_data\vid1\Licenseplate_315_0.jpg,10.0,30k.153.43
1,D:/ANPR-main/result_data\vid1\Licenseplate_316_0.jpg,10.0,30k.153.43
1,D:/ANPR-main/result_data\vid1\Licenseplate_317_0.jpg,10.0,30k.15343
1,D:/ANPR-main/result_data\vid1\Licenseplate_318_0.jpg,10.0,30K.153.43
1,D:/ANPR-main/result_data\vid1\Licenseplate_319_0.jpg,10.0,30K.153.43
1,D:/ANPR-main/result_data\vid1\Licenseplate_320_0.jpg,10.0,30K.153.43
1,D:/ANPR-main/result_data\vid1\Licenseplate_321_0.jpg,10.0,3K.153.43
1,D:/ANPR-main/result_data\vid1\Licenseplate_322_0.jpg,10.0,30K.153.43
1,D:/ANPR-main/result_data\vid1\Licenseplate_323_0.jpg,10.0,30K.153.43
1,D:/ANPR-main/result_data\vid1\Licenseplate_324_0.jpg,10.0,3K.153.43
1,D:/ANPR-main/result_data\vid1\Licenseplate_325_0.jpg,10.0,30K.153.43
1,D:/ANPR-main/result_data\vid1\Licenseplate_326_0.jpg,10.0,30k.153.43
1,D:/ANPR-main/result_data\vid1\Licenseplate_327_0.jpg,10.0,30k.153.43
1,D:/ANPR-main/result_data\vid1\Licenseplate_328_0.jpg,10.0,30K.153.43
1,D:/ANPR-main/result_data\vid1\Licenseplate_329_0.jpg,10.0,30k.153.43
1,D:/ANPR-main/result_data\vid1\Licenseplate_330_0.jpg,11.0,30K.153.43
1,D:/ANPR-main/result_data\vid1\Licenseplate_331_0.jpg,11.0,30K.153.43
1,D:/ANPR-main/result_data\vid1\Licenseplate_332_0.jpg,11.0,30K.153.43
1,D:/ANPR-main/result_data\vid1\Licenseplate_333_0.jpg,11.0,30K.15343
1,D:/ANPR-main/result_data\vid1\Licenseplate_334_0.jpg,11.0,30K.153.43
1,D:/ANPR-main/result_data\vid1\Licenseplate_335_0.jpg,11.0,3K.153.43
1,D:/ANPR-main/result_data\vid1\Licenseplate_336_0.jpg,11.0,30k.153.43
1,D:/ANPR-main/result_data\vid2\Licenseplate_0_0.jpg,0.0,354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_1_0.jpg,0.0,354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_2_0.jpg,0.0,354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_3_0.jpg,0.0,354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_4_0.jpg,0.0,354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_5_0.jpg,0.0,354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_6_0.jpg,0.0,354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_7_0.jpg,0.0,354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_8_0.jpg,0.0,354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_9_0.jpg,0.0,354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_10_0.jpg,0.0,354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_11_0.jpg,0.0,354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_12_0.jpg,0.0,354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_13_0.jpg,0.0,354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_14_0.jpg,0.0,354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_15_0.jpg,0.0,354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_16_0.jpg,0.0,354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_17_0.jpg,0.0,354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_18_0.jpg,0.0,354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_19_0.jpg,0.0,354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_20_0.jpg,0.0,354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_21_0.jpg,0.0,3354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_22_0.jpg,0.0,354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_23_0.jpg,0.0,"354-008.,38"
1,D:/ANPR-main/result_data\vid2\Licenseplate_24_0.jpg,0.0,354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_25_0.jpg,0.0,354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_26_0.jpg,0.0,"354-008.,38"
1,D:/ANPR-main/result_data\vid2\Licenseplate_27_0.jpg,0.0,354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_28_0.jpg,0.0,1354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_29_0.jpg,0.0,[354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_30_0.jpg,1.0,[354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_31_0.jpg,1.0,1354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_32_0.jpg,1.0,3354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_33_0.jpg,1.0,B354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_34_0.jpg,1.0,3354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_35_0.jpg,1.0,354-008.38 
1,D:/ANPR-main/result_data\vid2\Licenseplate_36_0.jpg,1.0,B354-008.38 
1,D:/ANPR-main/result_data\vid2\Licenseplate_37_0.jpg,1.0,354-008.38 
1,D:/ANPR-main/result_data\vid2\Licenseplate_38_0.jpg,1.0,354-008.38 
1,D:/ANPR-main/result_data\vid2\Licenseplate_39_0.jpg,1.0,354-008.38 
1,D:/ANPR-main/result_data\vid2\Licenseplate_40_0.jpg,1.0,354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_41_0.jpg,1.0,354-008.38 
1,D:/ANPR-main/result_data\vid2\Licenseplate_42_0.jpg,1.0,354-008.38 
1,D:/ANPR-main/result_data\vid2\Licenseplate_43_0.jpg,1.0,354-008.38 
1,D:/ANPR-main/result_data\vid2\Licenseplate_44_0.jpg,1.0,354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_45_0.jpg,1.0,[354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_46_0.jpg,1.0,[354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_47_0.jpg,1.0,[354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_48_0.jpg,1.0,[354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_49_0.jpg,1.0,[354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_50_0.jpg,1.0,[354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_51_0.jpg,1.0,354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_52_0.jpg,1.0,354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_53_0.jpg,1.0,354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_54_0.jpg,1.0,354-008.38 
1,D:/ANPR-main/result_data\vid2\Licenseplate_55_0.jpg,1.0,354-008.338
1,D:/ANPR-main/result_data\vid2\Licenseplate_56_0.jpg,1.0,354-008.38
1,D:/ANPR-main/result_data\vid2\Licenseplate_57_0.jpg,1.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_58_0.jpg,1.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_59_0.jpg,1.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_60_0.jpg,2.0,510.925611
1,D:/ANPR-main/result_data\vid2\Licenseplate_61_0.jpg,2.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_62_0.jpg,2.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_63_0.jpg,2.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_64_0.jpg,2.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_65_0.jpg,2.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_66_0.jpg,2.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_67_0.jpg,2.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_68_0.jpg,2.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_69_0.jpg,2.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_70_0.jpg,2.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_71_0.jpg,2.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_72_0.jpg,2.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_73_0.jpg,2.0,VIe
1,D:/ANPR-main/result_data\vid2\Licenseplate_74_0.jpg,2.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_75_0.jpg,2.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_76_0.jpg,2.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_77_0.jpg,2.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_78_0.jpg,2.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_79_0.jpg,2.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_80_0.jpg,2.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_81_0.jpg,2.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_82_0.jpg,2.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_83_0.jpg,2.0,VIe
1,D:/ANPR-main/result_data\vid2\Licenseplate_84_0.jpg,2.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_85_0.jpg,2.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_86_0.jpg,2.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_87_0.jpg,2.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_88_0.jpg,2.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_89_0.jpg,2.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_90_0.jpg,3.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_91_0.jpg,3.0,616.92551
1,D:/ANPR-main/result_data\vid2\Licenseplate_92_0.jpg,3.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_93_0.jpg,3.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_94_0.jpg,3.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_95_0.jpg,3.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_96_0.jpg,3.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_97_0.jpg,3.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_98_0.jpg,3.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_99_0.jpg,3.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_100_0.jpg,3.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_101_0.jpg,3.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_102_0.jpg,3.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_103_0.jpg,3.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_104_0.jpg,3.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_105_0.jpg,3.0,VVIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_106_0.jpg,3.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_107_0.jpg,3.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_108_0.jpg,3.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_109_0.jpg,3.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_110_0.jpg,3.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_111_0.jpg,3.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_112_0.jpg,3.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_113_0.jpg,3.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_114_0.jpg,3.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_115_0.jpg,3.0,VE
1,D:/ANPR-main/result_data\vid2\Licenseplate_116_0.jpg,3.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_117_0.jpg,3.0,516.92551
1,D:/ANPR-main/result_data\vid2\Licenseplate_118_0.jpg,3.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_119_0.jpg,3.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_120_0.jpg,4.0,510.92551
1,D:/ANPR-main/result_data\vid2\Licenseplate_121_0.jpg,4.0,VIe
1,D:/ANPR-main/result_data\vid2\Licenseplate_122_0.jpg,4.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_123_0.jpg,4.0,"616,925511"
1,D:/ANPR-main/result_data\vid2\Licenseplate_124_0.jpg,4.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_125_0.jpg,4.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_126_0.jpg,4.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_127_0.jpg,4.0,51692561
1,D:/ANPR-main/result_data\vid2\Licenseplate_128_0.jpg,4.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_129_0.jpg,4.0,VEE
1,D:/ANPR-main/result_data\vid2\Licenseplate_130_0.jpg,4.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_131_0.jpg,4.0,VIB
1,D:/ANPR-main/result_data\vid2\Licenseplate_132_0.jpg,4.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_133_0.jpg,4.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_134_0.jpg,4.0,VE
1,D:/ANPR-main/result_data\vid2\Licenseplate_135_0.jpg,4.0,VVIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_136_0.jpg,4.0,VIe
1,D:/ANPR-main/result_data\vid2\Licenseplate_137_0.jpg,4.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_138_0.jpg,4.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_139_0.jpg,4.0,VIE
1,D:/ANPR-main/result_data\vid2\Licenseplate_140_0.jpg,4.0,KTa10584
1,D:/ANPR-main/result_data\vid2\Licenseplate_141_0.jpg,4.0,TTJn opjd]
1,D:/ANPR-main/result_data\vid2\Licenseplate_142_0.jpg,4.0,{Ji-0bJ
1,D:/ANPR-main/result_data\vid2\Licenseplate_143_0.jpg,4.0,Man Opid]
1,D:/ANPR-main/result_data\vid2\Licenseplate_144_0.jpg,4.0,Tan oui]
1,D:/ANPR-main/result_data\vid2\Licenseplate_145_0.jpg,4.0,nan Ojiu
1,D:/ANPR-main/result_data\vid2\Licenseplate_146_0.jpg,4.0,IaduJ
1,D:/ANPR-main/result_data\vid2\Licenseplate_147_0.jpg,4.0,FTJA duioD
1,D:/ANPR-main/result_data\vid2\Licenseplate_148_0.jpg,4.0,(IJa Oub]
1,D:/ANPR-main/result_data\vid2\Licenseplate_149_0.jpg,4.0,'734-0Jue]
1,D:/ANPR-main/result_data\vid2\Licenseplate_150_0.jpg,5.0,{T3a OedI
1,D:/ANPR-main/result_data\vid2\Licenseplate_151_0.jpg,5.0,'734 OIjJ
1,D:/ANPR-main/result_data\vid2\Licenseplate_152_0.jpg,5.0,'734-0J681
1,D:/ANPR-main/result_data\vid2\Licenseplate_153_0.jpg,5.0,'734 0gujJ
1,D:/ANPR-main/result_data\vid2\Licenseplate_154_0.jpg,5.0,'734-0g0jJ
1,D:/ANPR-main/result_data\vid2\Licenseplate_155_0.jpg,5.0,1734 0go81
1,D:/ANPR-main/result_data\vid2\Licenseplate_156_0.jpg,5.0,1734-09999
1,D:/ANPR-main/result_data\vid2\Licenseplate_157_0.jpg,5.0,7734-0j0jJ
1,D:/ANPR-main/result_data\vid2\Licenseplate_158_0.jpg,5.0,1734-09e3J
1,D:/ANPR-main/result_data\vid2\Licenseplate_159_0.jpg,5.0,1734-OJej1
1,D:/ANPR-main/result_data\vid2\Licenseplate_160_0.jpg,5.0,734.09091
1,D:/ANPR-main/result_data\vid2\Licenseplate_161_0.jpg,5.0,1734 09081
1,D:/ANPR-main/result_data\vid2\Licenseplate_162_0.jpg,5.0,1734-09299
1,D:/ANPR-main/result_data\vid2\Licenseplate_163_0.jpg,5.0,734-090j]
1,D:/ANPR-main/result_data\vid2\Licenseplate_164_0.jpg,5.0,7734-0ge81
1,D:/ANPR-main/result_data\vid2\Licenseplate_165_0.jpg,5.0,'734-090jJ
1,D:/ANPR-main/result_data\vid2\Licenseplate_166_0.jpg,5.0,1734 09091
1,D:/ANPR-main/result_data\vid2\Licenseplate_167_0.jpg,5.0,173409090
1,D:/ANPR-main/result_data\vid2\Licenseplate_168_0.jpg,5.0,7734.099.99
1,D:/ANPR-main/result_data\vid2\Licenseplate_169_0.jpg,5.0,1734-09099
1,D:/ANPR-main/result_data\vid2\Licenseplate_170_0.jpg,5.0,1734-09891
1,D:/ANPR-main/result_data\vid2\Licenseplate_171_0.jpg,5.0,7734-0g0 9u
1,D:/ANPR-main/result_data\vid2\Licenseplate_172_0.jpg,5.0,1734-09039
1,D:/ANPR-main/result_data\vid2\Licenseplate_173_0.jpg,5.0,1734-09021
1,D:/ANPR-main/result_data\vid2\Licenseplate_174_0.jpg,5.0,7734.09999
1,D:/ANPR-main/result_data\vid2\Licenseplate_175_0.jpg,5.0,'734.09090
1,D:/ANPR-main/result_data\vid2\Licenseplate_176_0.jpg,5.0,'734.09090
1,D:/ANPR-main/result_data\vid2\Licenseplate_177_0.jpg,5.0,1734 09090
1,D:/ANPR-main/result_data\vid2\Licenseplate_178_0.jpg,5.0,1731-09090
1,D:/ANPR-main/result_data\vid2\Licenseplate_179_0.jpg,5.0,7734-0909]
1,D:/ANPR-main/result_data\vid2\Licenseplate_180_0.jpg,6.0,1731.09999
1,D:/ANPR-main/result_data\vid2\Licenseplate_181_0.jpg,6.0,173109090
1,D:/ANPR-main/result_data\vid2\Licenseplate_182_0.jpg,6.0,1734.09099
1,D:/ANPR-main/result_data\vid2\Licenseplate_183_0.jpg,6.0,773a 08090
1,D:/ANPR-main/result_data\vid2\Licenseplate_184_0.jpg,6.0,'73a09020
1,D:/ANPR-main/result_data\vid2\Licenseplate_185_0.jpg,6.0,7731-0ve9d
1,D:/ANPR-main/result_data\vid2\Licenseplate_186_0.jpg,6.0,1731.09990
1,D:/ANPR-main/result_data\vid2\Licenseplate_187_0.jpg,6.0,7734+09090
1,D:/ANPR-main/result_data\vid2\Licenseplate_188_0.jpg,6.0,"7731.098,90"
1,D:/ANPR-main/result_data\vid2\Licenseplate_189_0.jpg,6.0,1734 09090
1,D:/ANPR-main/result_data\vid2\Licenseplate_190_0.jpg,6.0,731 ov090
1,D:/ANPR-main/result_data\vid2\Licenseplate_191_0.jpg,6.0,"1731 090,90"
1,D:/ANPR-main/result_data\vid2\Licenseplate_192_0.jpg,6.0,7734 090.99
1,D:/ANPR-main/result_data\vid2\Licenseplate_193_0.jpg,6.0,[734-0J099
1,D:/ANPR-main/result_data\vid2\Licenseplate_194_0.jpg,6.0,7734-090.99
1,D:/ANPR-main/result_data\vid2\Licenseplate_195_0.jpg,6.0,17ak-O9099
1,D:/ANPR-main/result_data\vid2\Licenseplate_196_0.jpg,6.0,77ak.098 99
1,D:/ANPR-main/result_data\vid2\Licenseplate_197_0.jpg,6.0,7734 092.99
1,D:/ANPR-main/result_data\vid2\Licenseplate_198_0.jpg,6.0,1734 099.99
1,D:/ANPR-main/result_data\vid2\Licenseplate_199_0.jpg,6.0,173409090
1,D:/ANPR-main/result_data\vid2\Licenseplate_200_0.jpg,6.0,7734-08990
1,D:/ANPR-main/result_data\vid2\Licenseplate_201_0.jpg,6.0,1734 08990
1,D:/ANPR-main/result_data\vid2\Licenseplate_202_0.jpg,6.0,1731.08990
1,D:/ANPR-main/result_data\vid2\Licenseplate_203_0.jpg,6.0,{734.09990
1,D:/ANPR-main/result_data\vid2\Licenseplate_204_0.jpg,6.0,1734-099.90
1,D:/ANPR-main/result_data\vid2\Licenseplate_205_0.jpg,6.0,1734 092.90
1,D:/ANPR-main/result_data\vid2\Licenseplate_206_0.jpg,6.0,7734-09990
1,D:/ANPR-main/result_data\vid2\Licenseplate_207_0.jpg,6.0,1734099.90
1,D:/ANPR-main/result_data\vid2\Licenseplate_208_0.jpg,6.0,1734.099.90
1,D:/ANPR-main/result_data\vid2\Licenseplate_209_0.jpg,6.0,'734-09999
1,D:/ANPR-main/result_data\vid2\Licenseplate_210_0.jpg,7.0,1734 099.99
1,D:/ANPR-main/result_data\vid2\Licenseplate_211_0.jpg,7.0,7734-090.99
1,D:/ANPR-main/result_data\vid2\Licenseplate_212_0.jpg,7.0,7I4-099.99
1,D:/ANPR-main/result_data\vid2\Licenseplate_213_0.jpg,7.0,0734-092.
1,D:/ANPR-main/result_data\vid2\Licenseplate_214_0.jpg,7.0,0734*099.90
1,D:/ANPR-main/result_data\vid2\Licenseplate_215_0.jpg,7.0,0794*099.90
1,D:/ANPR-main/result_data\vid2\Licenseplate_216_0.jpg,7.0,1734.099.99
1,D:/ANPR-main/result_data\vid2\Licenseplate_217_0.jpg,7.0,4734-090.90
1,D:/ANPR-main/result_data\vid2\Licenseplate_218_0.jpg,7.0,07aa 099.99
1,D:/ANPR-main/result_data\vid2\Licenseplate_219_0.jpg,7.0,0734-092.90]
1,D:/ANPR-main/result_data\vid2\Licenseplate_220_0.jpg,7.0,0734.099.99
1,D:/ANPR-main/result_data\vid2\Licenseplate_221_0.jpg,7.0,0734-092 99
1,D:/ANPR-main/result_data\vid2\Licenseplate_222_0.jpg,7.0,1734-099.99
1,D:/ANPR-main/result_data\vid2\Licenseplate_223_0.jpg,7.0,07aa-099.99
1,D:/ANPR-main/result_data\vid2\Licenseplate_224_0.jpg,7.0,0734+09299
1,D:/ANPR-main/result_data\vid2\Licenseplate_225_0.jpg,7.0,"073a-090,99"
1,D:/ANPR-main/result_data\vid2\Licenseplate_226_0.jpg,7.0,07aa-09999
1,D:/ANPR-main/result_data\vid2\Licenseplate_227_0.jpg,7.0,17aa-090 90
1,D:/ANPR-main/result_data\vid2\Licenseplate_228_0.jpg,7.0,7734-099.99
1,D:/ANPR-main/result_data\vid2\Licenseplate_229_0.jpg,7.0,7794-099 99
1,D:/ANPR-main/result_data\vid2\Licenseplate_230_0.jpg,7.0,7Ja 09099
1,D:/ANPR-main/result_data\vid2\Licenseplate_231_0.jpg,7.0,"7734+098,90"
1,D:/ANPR-main/result_data\vid2\Licenseplate_232_0.jpg,7.0,734-09099
1,D:/ANPR-main/result_data\vid2\Licenseplate_233_0.jpg,7.0,7734 09090
1,D:/ANPR-main/result_data\vid2\Licenseplate_234_0.jpg,7.0,1734.09999
1,D:/ANPR-main/result_data\vid2\Licenseplate_235_0.jpg,7.0,7734-09299]
1,D:/ANPR-main/result_data\vid2\Licenseplate_236_0.jpg,7.0,079a092.99
1,D:/ANPR-main/result_data\vid2\Licenseplate_237_0.jpg,7.0,0734.09090
2,D:/ANPR-main/result_data\vid2\Licenseplate_260_1.jpg,8.0,Wunu
2,D:/ANPR-main/result_data\vid2\Licenseplate_264_1.jpg,8.0,Ji
1,D:/ANPR-main/result_data\vid2\Licenseplate_270_0.jpg,9.0,IJI
1,D:/ANPR-main/result_data\vid2\Licenseplate_271_0.jpg,9.0,7
1,D:/ANPR-main/result_data\vid2\Licenseplate_272_0.jpg,9.0,Hal Wn
1,D:/ANPR-main/result_data\vid2\Licenseplate_273_0.jpg,9.0,[onm
1,D:/ANPR-main/result_data\vid2\Licenseplate_274_0.jpg,9.0,ILellu
2,D:/ANPR-main/result_data\vid2\Licenseplate_277_1.jpg,9.0,TJen
1,D:/ANPR-main/result_data\vid2\Licenseplate_279_0.jpg,9.0,TJXIZ
1,D:/ANPR-main/result_data\vid2\Licenseplate_285_0.jpg,9.0,Iuh
1,D:/ANPR-main/result_data\vid2\Licenseplate_287_0.jpg,9.0,OMI
